Gene_ID	Ctrl_rep1	Ctrl_rep2	dnBMPR1A_rep1	dnBMPR1A_rep2
ENSGALG00000054685	13	9	28	17
ENSGALG00000038536	3681	3587	3233	2799
ENSGALG00000042624	369	420	531	556
ENSGALG00000046299	0	0	5	1
ENSGALG00000000542	2570	2265	2358	2411
ENSGALG00000043185	70	112	134	179
ENSGALG00000038636	28	26	37	25
ENSGALG00000051824	0	0	0	0
ENSGALG00000053610	0	0	0	1
ENSGALG00000038481	0	0	1	0
ENSGALG00000035184	1288	1105	1384	1948
ENSGALG00000041048	0	0	0	0
ENSGALG00000042598	1875	1646	1542	1853
ENSGALG00000017841	0	0	1	0
ENSGALG00000025486	4	0	1	0
ENSGALG00000024701	2	2	5	1
ENSGALG00000000604	502	489	473	547
ENSGALG00000000615	6576	5226	3913	4262
ENSGALG00000000618	3827	3550	3344	4365
ENSGALG00000037050	3462	4693	4265	5109
ENSGALG00000021686	71	60	71	55
ENSGALG00000021685	99	133	143	173
ENSGALG00000055093	0	0	3	0
ENSGALG00000047846	0	0	0	0
ENSGALG00000027365	7	1	5	15
ENSGALG00000000667	0	0	9	0
ENSGALG00000024933	0	0	0	0
ENSGALG00000035241	0	0	0	0
ENSGALG00000042846	0	1	0	0
ENSGALG00000026153	0	1	1	1
ENSGALG00000031548	0	4	0	0
ENSGALG00000000672	14	11	14	23
ENSGALG00000042967	3168	3231	3544	4690
ENSGALG00000048848	0	0	0	0
ENSGALG00000000678	2281	1485	2802	3243
ENSGALG00000000720	5	5	1	1
ENSGALG00000000723	6567	6591	7018	6782
ENSGALG00000000729	5694	7191	6437	6840
ENSGALG00000025671	0	0	0	0
ENSGALG00000000731	24	12	7	19
ENSGALG00000000734	10655	11185	11043	9861
ENSGALG00000000737	64	166	63	162
ENSGALG00000030305	28	57	58	88
ENSGALG00000000777	2440	2549	2562	2398
ENSGALG00000000783	51	64	40	33
ENSGALG00000000790	11887	10872	9972	10076
ENSGALG00000038672	11052	8837	6372	7153
ENSGALG00000000814	2956	3921	5587	5553
ENSGALG00000000820	33	56	100	87
ENSGALG00000025858	121	292	330	412
ENSGALG00000033469	458	528	561	787
ENSGALG00000000855	8157	9663	8957	8147
ENSGALG00000000862	1800	3200	2506	2538
ENSGALG00000034910	53	43	74	53
ENSGALG00000028115	21	6	5	17
ENSGALG00000027909	1576	1482	1391	1422
ENSGALG00000000881	250	283	221	218
ENSGALG00000000887	3	21	6	1
ENSGALG00000000895	4469	4816	5981	8534
ENSGALG00000000902	28	73	31	50
ENSGALG00000047327	0	1	1	1
ENSGALG00000036117	2	0	0	2
ENSGALG00000034251	58	37	30	68
ENSGALG00000000943	409	467	386	497
ENSGALG00000000955	434	408	489	454
ENSGALG00000034964	9	7	3	6
ENSGALG00000030706	29	27	26	18
ENSGALG00000041752	214	205	112	94
ENSGALG00000014012	90	132	144	136
ENSGALG00000055006	46	35	25	33
ENSGALG00000047887	0	0	0	0
ENSGALG00000032199	23	16	26	13
ENSGALG00000013409	55	68	61	68
ENSGALG00000047941	1	0	0	6
ENSGALG00000040986	106	128	189	148
ENSGALG00000037603	1	1	2	1
ENSGALG00000055135	5	5	4	11
ENSGALG00000042485	28	26	30	32
ENSGALG00000054143	153	112	161	267
ENSGALG00000021931	0	0	2	0
ENSGALG00000030097	46	33	33	31
ENSGALG00000038218	1	9	0	2
ENSGALG00000036782	2	0	0	0
ENSGALG00000054395	0	0	1	1
ENSGALG00000050173	0	0	1	0
ENSGALG00000036949	0	2	2	2
ENSGALG00000051375	2	0	0	0
ENSGALG00000035317	272	273	69	59
ENSGALG00000041258	0	3	1	2
ENSGALG00000021935	0	0	0	0
ENSGALG00000034831	1147	669	374	537
ENSGALG00000029066	162	147	112	152
ENSGALG00000038488	2	14	10	30
ENSGALG00000024628	0	2	2	0
ENSGALG00000000991	4788	4143	4316	3796
ENSGALG00000000994	1	0	2	6
ENSGALG00000000998	3691	3437	3823	3490
ENSGALG00000001003	93	129	60	79
ENSGALG00000001038	25	35	32	33
ENSGALG00000001051	1450	1734	1619	1836
ENSGALG00000048098	53	46	50	59
ENSGALG00000001067	2003	1932	1480	1511
ENSGALG00000040279	96	83	86	58
ENSGALG00000043733	6628	5853	6383	6264
ENSGALG00000038748	1588	565	1007	1310
ENSGALG00000013639	3954	3645	3253	3080
ENSGALG00000043372	0	2	1	4
ENSGALG00000001262	6820	7137	6199	5668
ENSGALG00000001283	6519	8822	8059	9055
ENSGALG00000030900	249	139	177	188
ENSGALG00000025389	6	5	2	4
ENSGALG00000017843	4	1	7	1
ENSGALG00000025602	6	1	4	2
ENSGALG00000017845	2	0	0	1
ENSGALG00000001310	47	56	30	49
ENSGALG00000034756	18	26	18	17
ENSGALG00000001329	156	183	198	252
ENSGALG00000024318	399	221	231	223
ENSGALG00000047210	0	0	0	0
ENSGALG00000029653	88	143	101	165
ENSGALG00000050314	461	356	383	450
ENSGALG00000032763	534	721	680	422
ENSGALG00000031440	17	1	2	2
ENSGALG00000025539	0	0	0	0
ENSGALG00000049526	0	4	2	6
ENSGALG00000029721	141	89	106	98
ENSGALG00000046085	23	12	17	26
ENSGALG00000001463	126	132	140	163
ENSGALG00000034107	27	22	61	29
ENSGALG00000010375	9	14	23	20
ENSGALG00000043829	12	2	12	10
ENSGALG00000021658	63	70	48	54
ENSGALG00000001475	171192	154888	151381	134052
ENSGALG00000009680	376	389	315	546
ENSGALG00000028175	0	29	3	0
ENSGALG00000024295	565	499	666	560
ENSGALG00000033079	1512	1604	1156	1388
ENSGALG00000054768	0	0	0	1
ENSGALG00000047804	0	1	0	1
ENSGALG00000051679	0	0	0	0
ENSGALG00000031605	4	5	1	9
ENSGALG00000048403	5	12	11	26
ENSGALG00000001502	6236	6971	7288	8011
ENSGALG00000035187	9509	12529	13792	15075
ENSGALG00000001540	11280	12191	13349	13157
ENSGALG00000001606	1411	1766	1981	1772
ENSGALG00000001639	1354	1507	1615	1767
ENSGALG00000029001	8209	6489	5364	5243
ENSGALG00000001653	357	206	167	162
ENSGALG00000001912	24	35	21	33
ENSGALG00000045165	110	91	58	76
ENSGALG00000050167	6	22	13	12
ENSGALG00000048967	0	0	0	0
ENSGALG00000001946	118	140	205	80
ENSGALG00000001973	5634	7390	6677	6703
ENSGALG00000049411	127	72	103	95
ENSGALG00000001996	0	0	0	0
ENSGALG00000002010	1738	1831	1543	1574
ENSGALG00000002013	5173	5279	4881	4660
ENSGALG00000002021	103	113	41	117
ENSGALG00000002098	60	28	48	62
ENSGALG00000032925	405	394	314	435
ENSGALG00000002112	1	0	2	0
ENSGALG00000044433	1554	1535	1383	1266
ENSGALG00000002123	900	848	985	1000
ENSGALG00000002127	150	144	175	176
ENSGALG00000022440	1	0	0	0
ENSGALG00000002144	5202	9344	9969	7836
ENSGALG00000021634	50	28	27	49
ENSGALG00000051156	11	19	3	5
ENSGALG00000002284	12185	14983	12132	9649
ENSGALG00000002298	33	8	18	11
ENSGALG00000002304	1190	1123	1134	1139
ENSGALG00000002319	0	7	9	0
ENSGALG00000053317	534	245	171	254
ENSGALG00000043711	1600	2126	1358	1739
ENSGALG00000002249	3747	3874	2942	3048
ENSGALG00000039713	961	965	1017	1055
ENSGALG00000002346	688	664	632	580
ENSGALG00000051443	253	125	125	203
ENSGALG00000026421	33197	32524	31628	31073
ENSGALG00000039497	105	35	78	125
ENSGALG00000002408	1258	1357	1161	815
ENSGALG00000002445	270	238	188	260
ENSGALG00000054908	0	0	0	0
ENSGALG00000018299	0	0	0	0
ENSGALG00000018300	0	0	0	0
ENSGALG00000021627	94	75	100	66
ENSGALG00000002499	1250	1146	930	1161
ENSGALG00000002514	1626	1373	995	1250
ENSGALG00000048379	477	509	352	452
ENSGALG00000002517	204	191	187	240
ENSGALG00000032980	15	19	12	13
ENSGALG00000030261	922	1077	441	533
ENSGALG00000002532	8	15	15	17
ENSGALG00000028424	1	10	2	5
ENSGALG00000054289	3	19	7	1
ENSGALG00000054293	0	0	1	0
ENSGALG00000045736	0	0	0	0
ENSGALG00000030229	32	22	33	43
ENSGALG00000027526	147	159	168	207
ENSGALG00000029244	2526	2068	1513	1924
ENSGALG00000003174	9	11	8	11
ENSGALG00000003189	2956	2894	2244	2801
ENSGALG00000018301	0	0	0	0
ENSGALG00000018302	0	0	0	0
ENSGALG00000038708	4	1	0	1
ENSGALG00000017715	0	8	0	1
ENSGALG00000040519	3342	3688	2754	2516
ENSGALG00000026836	0	0	2	0
ENSGALG00000047719	0	0	0	0
ENSGALG00000054999	20	32	16	13
ENSGALG00000043209	30	34	29	34
ENSGALG00000003265	9869	9449	6617	7582
ENSGALG00000025462	0	0	1	0
ENSGALG00000003272	1585	1627	952	1260
ENSGALG00000003287	1813	2340	1896	1396
ENSGALG00000003408	363	374	211	269
ENSGALG00000032335	11151	7412	4969	8671
ENSGALG00000003297	3246	3748	3512	4120
ENSGALG00000000466	1	3	1	3
ENSGALG00000003301	0	0	0	2
ENSGALG00000003313	1	4	1	5
ENSGALG00000003337	13457	16273	16606	17060
ENSGALG00000037052	93	73	58	60
ENSGALG00000046649	27	45	18	32
ENSGALG00000030701	30	73	62	48
ENSGALG00000003241	167	338	165	232
ENSGALG00000048775	492	514	478	553
ENSGALG00000003383	1613	1856	2157	2108
ENSGALG00000031444	1	3	5	1
ENSGALG00000053648	4	0	2	3
ENSGALG00000003405	432	466	460	493
ENSGALG00000003420	231	455	294	306
ENSGALG00000047184	0	0	0	0
ENSGALG00000052723	1	0	3	0
ENSGALG00000038896	609	952	710	558
ENSGALG00000003517	1851	2083	1886	2096
ENSGALG00000003522	50998	68838	62534	57551
ENSGALG00000003529	10	8	10	2
ENSGALG00000003539	9	21	15	19
ENSGALG00000003563	2246	1998	1915	1974
ENSGALG00000003567	12	10	3	10
ENSGALG00000003573	21	6	3	10
ENSGALG00000050943	4	0	0	0
ENSGALG00000003597	7234	7580	6917	6243
ENSGALG00000003614	152	220	170	186
ENSGALG00000003625	4155	3599	3883	3779
ENSGALG00000051302	5	6	9	8
ENSGALG00000003693	890	536	537	624
ENSGALG00000038984	0	8	3	4
ENSGALG00000013383	1299	1612	1885	1765
ENSGALG00000003800	343	274	291	335
ENSGALG00000017846	1	1	0	4
ENSGALG00000017847	0	0	0	6
ENSGALG00000017848	0	1	0	2
ENSGALG00000034986	486	247	247	480
ENSGALG00000003816	17	23	40	19
ENSGALG00000003829	178	194	198	200
ENSGALG00000003838	11	9	19	11
ENSGALG00000003851	593	553	585	574
ENSGALG00000024047	751	669	641	572
ENSGALG00000003879	566	689	560	560
ENSGALG00000036294	1063	926	714	781
ENSGALG00000003936	199	166	227	302
ENSGALG00000030378	5128	4695	5997	7047
ENSGALG00000034625	705	992	861	1148
ENSGALG00000003986	757	821	671	655
ENSGALG00000004002	1574	1324	1537	1408
ENSGALG00000004047	1291	1409	1262	1214
ENSGALG00000004057	868	731	898	708
ENSGALG00000004112	406	532	526	358
ENSGALG00000004120	0	0	1	0
ENSGALG00000004122	4157	4058	3952	4787
ENSGALG00000004133	8713	9699	8808	10209
ENSGALG00000004141	0	3	2	2
ENSGALG00000004155	0	1	4	0
ENSGALG00000004221	0	58	3	2
ENSGALG00000004231	312	433	497	686
ENSGALG00000051964	0	0	0	2
ENSGALG00000004249	43	54	62	32
ENSGALG00000004268	1703	2454	2539	3206
ENSGALG00000004282	2357	3019	3075	3073
ENSGALG00000047234	0	1	1	1
ENSGALG00000051101	2	1	2	1
ENSGALG00000047337	0	0	0	0
ENSGALG00000052196	0	1	0	1
ENSGALG00000052506	207	192	110	180
ENSGALG00000046965	2247	1795	1586	1776
ENSGALG00000029494	3	2	6	7
ENSGALG00000029918	6	22	15	28
ENSGALG00000052789	0	0	0	0
ENSGALG00000039643	206	213	97	143
ENSGALG00000045611	131	227	189	175
ENSGALG00000048034	444	360	344	426
ENSGALG00000050229	46	50	27	24
ENSGALG00000048754	5	6	2	5
ENSGALG00000051895	17	11	9	12
ENSGALG00000051199	7	12	11	9
ENSGALG00000051412	19	6	8	14
ENSGALG00000054604	5	5	0	0
ENSGALG00000046261	0	9	1	2
ENSGALG00000032190	7	2	17	11
ENSGALG00000033245	166	199	94	166
ENSGALG00000043513	95	113	68	141
ENSGALG00000031301	1	1	5	0
ENSGALG00000042148	605	604	519	498
ENSGALG00000034934	0	2	0	2
ENSGALG00000039170	124	125	152	84
ENSGALG00000037546	3300	4529	4239	5293
ENSGALG00000040498	24	34	37	61
ENSGALG00000042833	53	96	103	53
ENSGALG00000030966	155	193	184	117
ENSGALG00000000776	416	298	261	242
ENSGALG00000039130	612	564	441	531
ENSGALG00000038902	1052	788	625	770
ENSGALG00000037744	14	7	4	5
ENSGALG00000034347	294	178	177	224
ENSGALG00000000616	8	1	0	2
ENSGALG00000000607	32	4	30	11
ENSGALG00000000606	468	438	260	424
ENSGALG00000036093	0	15	50	24
ENSGALG00000000584	41	30	11	7
ENSGALG00000046855	2	0	1	1
ENSGALG00000000568	8	8	12	26
ENSGALG00000000541	1011	1063	1201	1155
ENSGALG00000045676	1642	1542	1298	1119
ENSGALG00000035499	21	20	15	20
ENSGALG00000000518	279	351	255	371
ENSGALG00000000436	722	777	264	350
ENSGALG00000040586	20358	24012	21772	21151
ENSGALG00000038948	700	765	557	664
ENSGALG00000000397	1534	1286	969	1275
ENSGALG00000031175	588	585	549	581
ENSGALG00000000374	6	15	11	24
ENSGALG00000037370	114	113	106	171
ENSGALG00000026033	1	0	1	1
ENSGALG00000000336	10	11	24	5
ENSGALG00000028655	0	0	0	0
ENSGALG00000000318	404	448	462	560
ENSGALG00000019802	0	2	0	0
ENSGALG00000000313	479	534	498	501
ENSGALG00000000309	7	8	1	2
ENSGALG00000000302	13	13	91	10
ENSGALG00000000299	1	0	1	1
ENSGALG00000000295	1	5	8	1
ENSGALG00000049790	1	9	2	5
ENSGALG00000000226	274	173	186	262
ENSGALG00000000225	378	571	769	980
ENSGALG00000000223	4514	4801	3556	4111
ENSGALG00000000217	1	1	11	1
ENSGALG00000000172	0	1	1	0
ENSGALG00000000168	13	34	18	29
ENSGALG00000000164	11	10	8	11
ENSGALG00000000154	5	3	3	1
ENSGALG00000000142	2999	2907	3538	3538
ENSGALG00000036491	1769	1930	1712	1412
ENSGALG00000000106	593	881	534	549
ENSGALG00000000104	25	28	3	8
ENSGALG00000000102	4319	3594	3823	3226
ENSGALG00000000094	1608	1397	1239	1390
ENSGALG00000000086	9912	10847	9582	8500
ENSGALG00000028721	0	6	9	2
ENSGALG00000032893	61	39	8	22
ENSGALG00000044612	1	1	4	0
ENSGALG00000042589	2610	2556	2537	2361
ENSGALG00000030941	9	10	1	6
ENSGALG00000026809	2459	2078	1844	1695
ENSGALG00000032750	1	6	5	1
ENSGALG00000034630	3325	3182	3360	3127
ENSGALG00000030676	3	1	0	0
ENSGALG00000054313	0	0	0	0
ENSGALG00000033572	5	1	1	5
ENSGALG00000039624	8291	7255	7288	7005
ENSGALG00000032619	129	72	97	85
ENSGALG00000049976	3	4	3	1
ENSGALG00000047631	0	0	2	0
ENSGALG00000040168	0	20	6	15
ENSGALG00000041700	7707	6764	5877	5589
ENSGALG00000038084	16	6	5	8
ENSGALG00000034009	29	76	78	75
ENSGALG00000032922	680	558	530	632
ENSGALG00000042008	2258	1473	863	1377
ENSGALG00000046687	6	0	0	2
ENSGALG00000033854	14	3	9	7
ENSGALG00000000329	854	799	506	577
ENSGALG00000037995	54	27	50	105
ENSGALG00000025867	0	0	0	0
ENSGALG00000000394	0	3	6	14
ENSGALG00000000400	13	26	22	16
ENSGALG00000000401	55	51	28	15
ENSGALG00000000417	33	18	26	6
ENSGALG00000047297	15	0	19	20
ENSGALG00000000419	2529	2541	2707	2641
ENSGALG00000000437	1	0	4	0
ENSGALG00000000441	24	19	25	53
ENSGALG00000000442	14	38	23	20
ENSGALG00000036942	211	251	226	307
ENSGALG00000054872	0	0	0	0
ENSGALG00000052744	0	1	0	0
ENSGALG00000000497	0	0	0	0
ENSGALG00000000504	13	50	38	61
ENSGALG00000000511	2355	2102	2282	2640
ENSGALG00000000523	290	297	354	332
ENSGALG00000053036	64	93	79	39
ENSGALG00000028346	0	0	0	0
ENSGALG00000000533	21879	17975	22323	26587
ENSGALG00000028318	983	1453	705	618
ENSGALG00000000544	26	3	0	1
ENSGALG00000000551	817	1437	952	1101
ENSGALG00000000560	0	0	0	0
ENSGALG00000018307	0	0	0	0
ENSGALG00000018308	0	0	0	0
ENSGALG00000051835	3	2	1	1
ENSGALG00000000186	102	61	58	99
ENSGALG00000000137	17745	15380	15776	15693
ENSGALG00000000583	35	41	62	74
ENSGALG00000000557	0	0	2	16
ENSGALG00000000545	2	2	11	14
ENSGALG00000050224	0	0	1	0
ENSGALG00000038399	13	11	24	14
ENSGALG00000027673	1	0	0	1
ENSGALG00000000611	736	704	578	568
ENSGALG00000037043	19	3	12	18
ENSGALG00000000636	176	264	273	235
ENSGALG00000000639	73	46	94	104
ENSGALG00000031776	1470	1165	1350	1768
ENSGALG00000000653	168	234	448	460
ENSGALG00000000668	3442	3156	3654	4145
ENSGALG00000041123	86	86	37	51
ENSGALG00000034281	1	0	3	2
ENSGALG00000036616	24	13	28	16
ENSGALG00000000684	111	75	107	66
ENSGALG00000044191	43	62	92	74
ENSGALG00000054594	50	99	87	56
ENSGALG00000018309	0	0	0	0
ENSGALG00000049963	5	7	4	0
ENSGALG00000000692	1	7	3	5
ENSGALG00000000695	63	61	45	48
ENSGALG00000042137	100	152	74	106
ENSGALG00000042995	0	0	1	0
ENSGALG00000046455	0	8	0	0
ENSGALG00000000703	4	23	22	39
ENSGALG00000000708	5557	4530	3373	4211
ENSGALG00000000712	256	142	139	216
ENSGALG00000025440	0	0	0	0
ENSGALG00000000721	178	125	125	177
ENSGALG00000028549	0	0	0	0
ENSGALG00000000724	242	290	356	223
ENSGALG00000000745	4	0	17	28
ENSGALG00000000769	111	59	153	121
ENSGALG00000000786	14	32	9	18
ENSGALG00000047270	1	10	6	2
ENSGALG00000000788	1	0	18	0
ENSGALG00000000791	5003	5372	5173	3687
ENSGALG00000000816	180	200	249	243
ENSGALG00000013356	8	1	5	2
ENSGALG00000038943	22	21	26	16
ENSGALG00000000856	2511	2877	2961	2967
ENSGALG00000000863	80	126	55	114
ENSGALG00000000883	26	12	12	15
ENSGALG00000000892	0	0	0	0
ENSGALG00000000911	1	0	0	0
ENSGALG00000000919	0	1	2	0
ENSGALG00000049589	0	0	0	0
ENSGALG00000001091	5	31	15	16
ENSGALG00000037597	1401	1527	1149	1204
ENSGALG00000001117	25	30	44	26
ENSGALG00000023953	2	9	26	40
ENSGALG00000049402	0	0	1	4
ENSGALG00000051591	8	1	1	0
ENSGALG00000031149	6	17	37	20
ENSGALG00000023950	137	428	520	209
ENSGALG00000030007	0	2	1	1
ENSGALG00000001175	1689	1967	2113	2401
ENSGALG00000018310	0	0	0	0
ENSGALG00000018311	0	1	0	0
ENSGALG00000001177	15	12	1	16
ENSGALG00000001264	6	9	6	3
ENSGALG00000026712	0	1	0	0
ENSGALG00000053530	0	0	0	2
ENSGALG00000049518	2	2	0	5
ENSGALG00000018312	0	0	2	0
ENSGALG00000001319	348	384	455	523
ENSGALG00000001343	0	12	3	3
ENSGALG00000023933	126	62	122	71
ENSGALG00000028858	1	3	0	13
ENSGALG00000001369	0	0	2	0
ENSGALG00000001373	0	1	7	0
ENSGALG00000001405	33	163	47	42
ENSGALG00000001418	0	1	2	1
ENSGALG00000001431	0	5	0	0
ENSGALG00000028570	4	23	4	1
ENSGALG00000040864	7295	6674	3501	4390
ENSGALG00000001452	22531	23484	22235	20614
ENSGALG00000048244	10	5	3	5
ENSGALG00000001462	13	6	10	1
ENSGALG00000001476	1804	1869	2071	1545
ENSGALG00000001480	230	175	135	142
ENSGALG00000001504	3612	3970	3872	4508
ENSGALG00000001512	187	163	206	341
ENSGALG00000026182	400	219	186	290
ENSGALG00000035270	0	2	0	0
ENSGALG00000034196	0	25	2	24
ENSGALG00000001538	573	614	364	320
ENSGALG00000001547	10905	12079	13144	15393
ENSGALG00000001558	0	0	4	2
ENSGALG00000001569	28	37	68	48
ENSGALG00000001605	1	1	0	0
ENSGALG00000026585	30	16	38	23
ENSGALG00000001717	2747	2659	1932	2137
ENSGALG00000025491	0	0	0	1
ENSGALG00000001733	40	68	57	79
ENSGALG00000001816	182	202	120	158
ENSGALG00000001845	2066	2391	2431	2914
ENSGALG00000001860	154	165	95	87
ENSGALG00000021656	1	3	22	6
ENSGALG00000050352	39	48	19	29
ENSGALG00000035295	441	300	215	341
ENSGALG00000053784	0	0	0	0
ENSGALG00000028626	72	33	71	29
ENSGALG00000001939	350	309	286	344
ENSGALG00000001956	3768	2796	5927	6614
ENSGALG00000001968	120	101	275	254
ENSGALG00000001976	298	335	382	388
ENSGALG00000002002	4316	4287	4617	4565
ENSGALG00000002038	177	163	201	258
ENSGALG00000002082	1	0	2	1
ENSGALG00000026692	2740	2398	2155	2488
ENSGALG00000002139	6013	7109	6798	7510
ENSGALG00000002147	4708	4720	2392	3267
ENSGALG00000002170	0	0	1	1
ENSGALG00000054224	16	13	12	4
ENSGALG00000002511	0	5	1	3
ENSGALG00000002550	0	1	0	3
ENSGALG00000002554	56	78	73	56
ENSGALG00000002556	29	40	23	41
ENSGALG00000050007	151	101	96	154
ENSGALG00000002561	11	36	32	32
ENSGALG00000002588	390	460	550	490
ENSGALG00000002615	148	175	70	147
ENSGALG00000002630	250	311	350	304
ENSGALG00000002644	8359	7936	9935	12505
ENSGALG00000002675	14	12	10	17
ENSGALG00000002692	48	60	41	21
ENSGALG00000002723	22	18	29	15
ENSGALG00000002735	173	181	148	176
ENSGALG00000002762	1	1	10	9
ENSGALG00000002773	7199	7595	8558	8951
ENSGALG00000041792	756	821	827	877
ENSGALG00000002792	0	0	2	2
ENSGALG00000002802	109	98	73	95
ENSGALG00000002813	11092	10174	11886	12071
ENSGALG00000002830	47	51	34	31
ENSGALG00000025773	184	169	138	153
ENSGALG00000030396	105	67	118	167
ENSGALG00000002840	529	358	403	585
ENSGALG00000049192	8	1	1	1
ENSGALG00000002848	0	0	0	0
ENSGALG00000002860	3	2	4	0
ENSGALG00000002870	105	94	100	88
ENSGALG00000026536	0	0	2	1
ENSGALG00000002881	1108	861	1040	1240
ENSGALG00000003149	39	66	41	103
ENSGALG00000048896	11	13	14	4
ENSGALG00000031493	250	293	153	195
ENSGALG00000003212	642	777	588	939
ENSGALG00000003226	3	33	30	20
ENSGALG00000003228	1836	1681	1893	1536
ENSGALG00000003247	636	738	834	724
ENSGALG00000003361	3	1	0	0
ENSGALG00000023781	11	0	0	2
ENSGALG00000023780	1	0	0	2
ENSGALG00000033497	17	32	7	4
ENSGALG00000030377	28	25	9	21
ENSGALG00000039878	22	10	10	12
ENSGALG00000028489	0	0	6	1
ENSGALG00000003435	1	0	4	0
ENSGALG00000003447	42	30	62	42
ENSGALG00000028262	1	4	1	0
ENSGALG00000043002	5624	5336	5899	5459
ENSGALG00000003461	480	295	456	486
ENSGALG00000003474	1734	1627	1624	1626
ENSGALG00000003467	2048	1890	1224	1479
ENSGALG00000003485	204	103	118	136
ENSGALG00000003498	1348	2224	1607	1676
ENSGALG00000023763	16	39	23	23
ENSGALG00000023760	10	1	1	1
ENSGALG00000003519	0	0	0	1
ENSGALG00000031807	6	1	0	8
ENSGALG00000048610	3	7	2	5
ENSGALG00000052763	2235	1896	3242	3162
ENSGALG00000034067	1	0	14	2
ENSGALG00000034456	45	28	27	26
ENSGALG00000038428	0	0	0	0
ENSGALG00000003554	846	1076	830	651
ENSGALG00000003601	179	206	136	198
ENSGALG00000048770	0	0	0	0
ENSGALG00000050114	0	0	1	1
ENSGALG00000052313	0	0	0	0
ENSGALG00000048306	6	12	7	5
ENSGALG00000046741	6	8	9	25
ENSGALG00000048961	0	0	0	1
ENSGALG00000050325	78	42	56	57
ENSGALG00000047139	1	1	3	8
ENSGALG00000052481	61	53	45	67
ENSGALG00000033573	4	15	4	12
ENSGALG00000053516	6	9	3	7
ENSGALG00000036223	0	1	0	0
ENSGALG00000051746	0	1	1	0
ENSGALG00000049721	94	58	40	70
ENSGALG00000052652	68	44	50	38
ENSGALG00000052497	9	1	3	2
ENSGALG00000047713	753	655	694	682
ENSGALG00000052348	5	4	4	6
ENSGALG00000054542	3	7	0	3
ENSGALG00000052951	0	1	0	1
ENSGALG00000047947	3	5	1	6
ENSGALG00000052064	1914	1325	1563	1429
ENSGALG00000042748	248	301	140	70
ENSGALG00000047379	0	0	0	0
ENSGALG00000050120	0	1	0	0
ENSGALG00000053247	105	63	95	96
ENSGALG00000030687	23	36	27	20
ENSGALG00000050272	18	9	13	24
ENSGALG00000049241	1	1	4	5
ENSGALG00000048315	0	2	0	0
ENSGALG00000038207	0	1	1	0
ENSGALG00000032311	3	0	0	0
ENSGALG00000035976	323	369	284	324
ENSGALG00000051674	225	187	108	159
ENSGALG00000041911	12	9	13	3
ENSGALG00000030046	0	0	0	0
ENSGALG00000030200	7232	7586	7199	6453
ENSGALG00000036391	1597	3067	2766	3347
ENSGALG00000030603	1	1	0	0
ENSGALG00000053003	0	0	0	0
ENSGALG00000039187	0	0	0	0
ENSGALG00000000120	0	0	0	2
ENSGALG00000035194	0	1	0	0
ENSGALG00000030406	627	1026	747	802
ENSGALG00000029292	20411	21231	23453	22541
ENSGALG00000036876	4077	4516	4349	3755
ENSGALG00000000195	301	412	689	599
ENSGALG00000030432	696	580	588	580
ENSGALG00000000209	258	440	242	255
ENSGALG00000041347	1	13	2	0
ENSGALG00000000227	9532	10179	10423	10084
ENSGALG00000043405	5788	6945	6242	6275
ENSGALG00000000235	3572	4320	2824	3699
ENSGALG00000000242	240	364	819	1213
ENSGALG00000045842	3553	5751	4311	4026
ENSGALG00000000275	2085	2568	2347	3091
ENSGALG00000000277	35	29	16	16
ENSGALG00000000311	27	26	35	17
ENSGALG00000000314	31	43	32	33
ENSGALG00000000317	181	163	185	128
ENSGALG00000000357	62	2	0	1
ENSGALG00000000364	6	18	14	31
ENSGALG00000000365	22	9	64	3
ENSGALG00000000378	28	12	11	15
ENSGALG00000000390	1876	1670	2296	2115
ENSGALG00000000402	353	354	302	389
ENSGALG00000036854	306	285	173	266
ENSGALG00000049000	0	0	0	0
ENSGALG00000000409	3225	3779	3576	3780
ENSGALG00000000452	487	442	351	542
ENSGALG00000034020	135	66	67	77
ENSGALG00000048530	0	0	0	0
ENSGALG00000049236	25	19	16	17
ENSGALG00000037437	0	4	0	1
ENSGALG00000052825	9	5	10	9
ENSGALG00000052840	0	1	0	1
ENSGALG00000050260	0	3	0	0
ENSGALG00000041413	7	9	5	16
ENSGALG00000033989	44	56	28	25
ENSGALG00000049390	1	18	4	3
ENSGALG00000032501	7	9	4	10
ENSGALG00000047017	3	0	0	1
ENSGALG00000050069	2	0	3	0
ENSGALG00000053970	0	0	0	0
ENSGALG00000047453	1	2	2	0
ENSGALG00000040807	0	0	0	1
ENSGALG00000050870	81	106	111	129
ENSGALG00000046740	1897	2106	2362	2288
ENSGALG00000001838	1128	1151	1073	1195
ENSGALG00000053321	0	2	0	0
ENSGALG00000032856	629	511	319	267
ENSGALG00000039936	5	19	4	9
ENSGALG00000049643	0	1	0	0
ENSGALG00000049930	0	0	0	0
ENSGALG00000001727	9	4	11	13
ENSGALG00000033663	5120	4721	4412	5077
ENSGALG00000001693	9	14	12	12
ENSGALG00000001663	7022	7849	7421	7426
ENSGALG00000001651	199	167	131	181
ENSGALG00000001640	758	838	631	803
ENSGALG00000001633	162	191	152	170
ENSGALG00000038650	5	12	8	21
ENSGALG00000053354	0	0	4	4
ENSGALG00000054089	0	2	1	1
ENSGALG00000050601	0	0	0	0
ENSGALG00000001608	6	25	18	27
ENSGALG00000045668	1	11	2	1
